date,station,aqi,category,is_monsoon,is_winter,diwali_factor
2020-01-09,Chembur,200.67,Poor,False,True,1.0
2020-01-09,Navi Mumbai,224.62,Poor,False,True,1.0
2020-01-10,Bandra,112.82,Moderate,False,True,1.0
2020-01-10,Andheri,132.02,Moderate,False,True,1.0
2020-01-10,Borivali,164.27,Moderate,False,True,1.0
2020-01-10,Colaba,164.26,Moderate,False,True,1.0
2020-01-10,Worli,140.21,Moderate,False,True,1.0
2020-01-10,Kurla,204.73,Poor,False,True,1.0
2020-01-10,Malad,164.83,Moderate,False,True,1.0
2020-01-10,Powai,162.57,Moderate,False,True,1.0
2020-01-10,Chembur,205.56,Poor,False,True,1.0
2020-01-10,Navi Mumbai,241.06,Poor,False,True,1.0
2020-01-11,Bandra,86.36,Satisfactory,False,True,1.0
2020-01-11,Andheri,40.97,Good,False,True,1.0
2020-01-11,Borivali,103.09,Moderate,False,True,1.0
2020-01-11,Colaba,104.87,Moderate,False,True,1.0
2020-01-11,Worli,229.9,Poor,False,True,1.0
2020-01-11,Kurla,169.38,Moderate,False,True,1.0
2020-01-11,Malad,155.82,Moderate,False,True,1.0
2020-01-11,Powai,186.78,Moderate,False,True,1.0
2020-01-11,Chembur,144.85,Moderate,False,True,1.0
2020-01-11,Navi Mumbai,265.04,Poor,False,True,1.0
2020-01-12,Bandra,93.45,Satisfactory,False,True,1.0
2020-01-12,Andheri,84.45,Satisfactory,False,True,1.0
2020-01-12,Borivali,72.92,Satisfactory,False,True,1.0
2020-01-12,Colaba,126.61,Moderate,False,True,1.0
2020-01-12,Worli,181.61,Moderate,False,True,1.0
2020-01-12,Kurla,200.98,Poor,False,True,1.0
2020-01-12,Malad,114.69,Moderate,False,True,1.0
2020-01-12,Powai,134.34,Moderate,False,True,1.0
2020-01-12,Chembur,234.92,Poor,False,True,1.0
2020-01-12,Navi Mumbai,211.53,Poor,False,True,1.0
2020-01-13,Bandra,101.57,Moderate,False,True,1.0
2020-01-13,Andheri,202.23,Poor,False,True,1.0
2020-01-13,Borivali,159.03,Moderate,False,True,1.0
2020-01-13,Colaba,138.13,Moderate,False,True,1.0
2020-01-13,Worli,169.68,Moderate,False,True,1.0
2020-01-13,Kurla,186.92,Moderate,False,True,1.0
2020-01-13,Malad,188.14,Moderate,False,True,1.0
2020-01-13,Powai,212.86,Poor,False,True,1.0
2020-01-13,Chembur,199.76,Moderate,False,True,1.0
2020-01-13,Navi Mumbai,250.16,Poor,False,True,1.0
2020-01-14,Bandra,226.62,Poor,False,True,1.0
2020-01-14,Andheri,123.49,Moderate,False,True,1.0
2020-01-14,Borivali,176.23,Moderate,False,True,1.0
2020-01-14,Colaba,127.16,Moderate,False,True,1.0
2020-01-14,Worli,157.18,Moderate,False,True,1.0
2020-01-14,Kurla,166.59,Moderate,False,True,1.0
2020-01-14,Malad,175.58,Moderate,False,True,1.0
2020-01-14,Powai,205.85,Poor,False,True,1.0
2020-01-14,Chembur,199.07,Moderate,False,True,1.0
2020-01-14,Navi Mumbai,170.98,Moderate,False,True,1.0
2020-01-15,Bandra,114.75,Moderate,False,True,1.0
2020-01-15,Andheri,70.27,Satisfactory,False,True,1.0
2020-01-15,Borivali,179.71,Moderate,False,True,1.0
2020-01-15,Colaba,170.46,Moderate,False,True,1.0
2020-01-15,Worli,183.06,Moderate,False,True,1.0
2020-01-15,Kurla,166.86,Moderate,False,True,1.0
2020-01-15,Malad,209.28,Poor,False,True,1.0
2020-01-15,Powai,192.21,Moderate,False,True,1.0
2020-01-15,Chembur,187.62,Moderate,False,True,1.0
2020-01-15,Navi Mumbai,272.7,Poor,False,True,1.0
2020-01-16,Bandra,134.91,Moderate,False,True,1.0
2020-01-16,Andheri,136.02,Moderate,False,True,1.0
2020-01-16,Borivali,97.31,Satisfactory,False,True,1.0
2020-01-16,Colaba,165.8,Moderate,False,True,1.0
2020-01-16,Worli,217.61,Poor,False,True,1.0
2020-01-16,Kurla,204.6,Poor,False,True,1.0
2020-01-16,Malad,171.97,Moderate,False,True,1.0
2020-01-16,Powai,221.07,Poor,False,True,1.0
2020-01-16,Chembur,172.56,Moderate,False,True,1.0
2020-01-16,Navi Mumbai,248.35,Poor,False,True,1.0
2020-01-17,Bandra,140.86,Moderate,False,True,1.0
2020-01-17,Andheri,133.87,Moderate,False,True,1.0
2020-01-17,Borivali,169.61,Moderate,False,True,1.0
2020-01-17,Colaba,197.08,Moderate,False,True,1.0
2020-01-17,Worli,134.39,Moderate,False,True,1.0
2020-01-17,Kurla,162.48,Moderate,False,True,1.0
2020-01-17,Malad,153.46,Moderate,False,True,1.0
2020-01-17,Powai,165.18,Moderate,False,True,1.0
2020-01-17,Chembur,183.92,Moderate,False,True,1.0
2020-01-17,Navi Mumbai,183.24,Moderate,False,True,1.0
2020-01-18,Bandra,148.8,Moderate,False,True,1.0
2020-01-18,Andheri,160.12,Moderate,False,True,1.0
2020-01-18,Borivali,123.22,Moderate,False,True,1.0
2020-01-18,Colaba,171.97,Moderate,False,True,1.0
2020-01-18,Worli,149.38,Moderate,False,True,1.0
2020-01-18,Kurla,94.18,Satisfactory,False,True,1.0
2020-01-18,Malad,164.84,Moderate,False,True,1.0
2020-01-18,Powai,192.93,Moderate,False,True,1.0
2020-01-18,Chembur,226.92,Poor,False,True,1.0
2020-01-18,Navi Mumbai,153.23,Moderate,False,True,1.0
2020-01-19,Bandra,89.23,Satisfactory,False,True,1.0
2020-01-19,Andheri,92.89,Satisfactory,False,True,1.0
2020-01-19,Borivali,117.56,Moderate,False,True,1.0
2020-01-19,Colaba,109.37,Moderate,False,True,1.0
2020-01-19,Worli,136.35,Moderate,False,True,1.0
2020-01-19,Kurla,254.71,Poor,False,True,1.0
2020-01-19,Malad,159.38,Moderate,False,True,1.0
2020-01-19,Powai,146.57,Moderate,False,True,1.0
2020-01-19,Chembur,209.24,Poor,False,True,1.0
2020-01-19,Navi Mumbai,220.1,Poor,False,True,1.0
2020-01-20,Bandra,112.64,Moderate,False,True,1.0
2020-01-20,Andheri,180.53,Moderate,False,True,1.0
2020-01-20,Borivali,134.62,Moderate,False,True,1.0
2020-01-20,Colaba,164.21,Moderate,False,True,1.0
2020-01-20,Worli,92.67,Satisfactory,False,True,1.0
2020-01-20,Kurla,178.69,Moderate,False,True,1.0
2020-01-20,Malad,218.71,Poor,False,True,1.0
2020-01-20,Powai,151.01,Moderate,False,True,1.0
2020-01-20,Chembur,188.64,Moderate,False,True,1.0
2020-01-20,Navi Mumbai,182.26,Moderate,False,True,1.0
2020-01-21,Bandra,138.01,Moderate,False,True,1.0
2020-01-21,Andheri,133.72,Moderate,False,True,1.0
2020-01-21,Borivali,149.3,Moderate,False,True,1.0
2020-01-21,Colaba,167.89,Moderate,False,True,1.0
2020-01-21,Worli,147.82,Moderate,False,True,1.0
2020-01-21,Kurla,165.77,Moderate,False,True,1.0
2020-01-21,Malad,98.04,Satisfactory,False,True,1.0
2020-01-21,Powai,197.33,Moderate,False,True,1.0
2020-01-21,Chembur,212.98,Poor,False,True,1.0
2020-01-21,Navi Mumbai,192.48,Moderate,False,True,1.0
2020-01-22,Bandra,74.15,Satisfactory,False,True,1.0
2020-01-22,Andheri,133.04,Moderate,False,True,1.0
2020-01-22,Borivali,166.11,Moderate,False,True,1.0
2020-01-22,Colaba,158.89,Moderate,False,True,1.0
2020-01-22,Worli,157.62,Moderate,False,True,1.0
2020-01-22,Kurla,194.5,Moderate,False,True,1.0
2020-01-22,Malad,207.77,Poor,False,True,1.0
2020-01-22,Powai,168.41,Moderate,False,True,1.0
2020-01-22,Chembur,172.7,Moderate,False,True,1.0
2020-01-22,Navi Mumbai,162.95,Moderate,False,True,1.0
2020-01-23,Bandra,135.67,Moderate,False,True,1.0
2020-01-23,Andheri,113.15,Moderate,False,True,1.0
2020-01-23,Borivali,113.27,Moderate,False,True,1.0
2020-01-23,Colaba,186.51,Moderate,False,True,1.0
2020-01-23,Worli,203.94,Poor,False,True,1.0
2020-01-23,Kurla,193.94,Moderate,False,True,1.0
2020-01-23,Malad,144.2,Moderate,False,True,1.0
2020-01-23,Powai,192.16,Moderate,False,True,1.0
2020-01-23,Chembur,230.29,Poor,False,True,1.0
2020-01-23,Navi Mumbai,239.5,Poor,False,True,1.0
2020-01-24,Bandra,122.25,Moderate,False,True,1.0
2020-01-24,Andheri,149.48,Moderate,False,True,1.0
2020-01-24,Borivali,112.18,Moderate,False,True,1.0
2020-01-24,Colaba,144.84,Moderate,False,True,1.0
2020-01-24,Worli,124.34,Moderate,False,True,1.0
2020-01-24,Kurla,147.68,Moderate,False,True,1.0
2020-01-24,Malad,153.39,Moderate,False,True,1.0
2020-01-24,Powai,195.62,Moderate,False,True,1.0
2020-01-24,Chembur,172.66,Moderate,False,True,1.0
2020-01-24,Navi Mumbai,140.47,Moderate,False,True,1.0
2020-01-25,Bandra,45.14,Good,False,True,1.0
2020-01-25,Andheri,78.56,Satisfactory,False,True,1.0
2020-01-25,Borivali,97.48,Satisfactory,False,True,1.0
2020-01-25,Colaba,156.05,Moderate,False,True,1.0
2020-01-25,Worli,132.81,Moderate,False,True,1.0
2020-01-25,Kurla,148.02,Moderate,False,True,1.0
2020-01-25,Malad,310.07,Very Poor,False,True,1.0
2020-01-25,Powai,161.74,Moderate,False,True,1.0
2020-01-25,Chembur,171.95,Moderate,False,True,1.0
2020-01-25,Navi Mumbai,188.08,Moderate,False,True,1.0
2020-01-26,Bandra,124.21,Moderate,False,True,1.0
2020-01-26,Andheri,123.45,Moderate,False,True,1.0
2020-01-26,Borivali,144.7,Moderate,False,True,1.0
2020-01-26,Colaba,123.21,Moderate,False,True,1.0
2020-01-26,Worli,130.68,Moderate,False,True,1.0
2020-01-26,Kurla,151.75,Moderate,False,True,1.0
2020-01-26,Malad,158.17,Moderate,False,True,1.0
2020-01-26,Powai,173.15,Moderate,False,True,1.0
2020-01-26,Chembur,188.36,Moderate,False,True,1.0
2020-01-26,Navi Mumbai,222.84,Poor,False,True,1.0
2020-01-27,Bandra,72.69,Satisfactory,False,True,1.0
2020-01-27,Andheri,124.74,Moderate,False,True,1.0
2020-01-27,Borivali,156.69,Moderate,False,True,1.0
2020-01-27,Colaba,202.22,Poor,False,True,1.0
2020-01-27,Worli,163.38,Moderate,False,True,1.0
2020-01-27,Kurla,192.65,Moderate,False,True,1.0
2020-01-27,Malad,156.37,Moderate,False,True,1.0
2020-01-27,Powai,198.88,Moderate,False,True,1.0
2020-01-27,Chembur,171.84,Moderate,False,True,1.0
2020-01-27,Navi Mumbai,218.32,Poor,False,True,1.0
2020-01-28,Bandra,111.98,Moderate,False,True,1.0
2020-01-28,Andheri,89.22,Satisfactory,False,True,1.0
2020-01-28,Borivali,111.45,Moderate,False,True,1.0
2020-01-28,Colaba,139.71,Moderate,False,True,1.0
2020-01-28,Worli,121.92,Moderate,False,True,1.0
2020-01-28,Kurla,179.03,Moderate,False,True,1.0
2020-01-28,Malad,139.34,Moderate,False,True,1.0
2020-01-28,Powai,194.28,Moderate,False,True,1.0
2020-01-28,Chembur,183.77,Moderate,False,True,1.0
2020-01-28,Navi Mumbai,248.56,Poor,False,True,1.0
2020-01-29,Bandra,131.06,Moderate,False,True,1.0
2020-01-29,Andheri,95.03,Satisfactory,False,True,1.0
2020-01-29,Borivali,145.94,Moderate,False,True,1.0
2020-01-29,Colaba,174.2,Moderate,False,True,1.0
2020-01-29,Worli,198.98,Moderate,False,True,1.0
2020-01-29,Kurla,192.19,Moderate,False,True,1.0
2020-01-29,Malad,159.2,Moderate,False,True,1.0
2020-01-29,Powai,136.33,Moderate,False,True,1.0
2020-01-29,Chembur,166.38,Moderate,False,True,1.0
2020-01-29,Navi Mumbai,166.78,Moderate,False,True,1.0
2020-01-30,Bandra,206.02,Poor,False,True,1.0
2020-01-30,Andheri,134.08,Moderate,False,True,1.0
2020-01-30,Borivali,165.26,Moderate,False,True,1.0
2020-01-30,Colaba,255.38,Poor,False,True,1.0
2020-01-30,Worli,138.77,Moderate,False,True,1.0
2020-01-30,Kurla,155.7,Moderate,False,True,1.0
2020-01-30,Malad,167.1,Moderate,False,True,1.0
2020-01-30,Powai,196.45,Moderate,False,True,1.0
2020-01-30,Chembur,277.43,Poor,False,True,1.0
2020-01-30,Navi Mumbai,188.49,Moderate,False,True,1.0
2020-01-31,Bandra,111.69,Moderate,False,True,1.0
2020-01-31,Andheri,48.03,Good,False,True,1.0
2020-01-31,Borivali,113.91,Moderate,False,True,1.0
2020-01-31,Colaba,113.76,Moderate,False,True,1.0
2020-01-31,Worli,172.95,Moderate,False,True,1.0
2020-01-31,Kurla,139.74,Moderate,False,True,1.0
2020-01-31,Malad,168.56,Moderate,False,True,1.0
2020-01-31,Powai,229.47,Poor,False,True,1.0
2020-01-31,Chembur,221.71,Poor,False,True,1.0
2020-01-31,Navi Mumbai,200.15,Poor,False,True,1.0
2020-02-01,Bandra,128.22,Moderate,False,True,1.0
2020-02-01,Andheri,125.78,Moderate,False,True,1.0
2020-02-01,Borivali,151.36,Moderate,False,True,1.0
2020-02-01,Colaba,164.37,Moderate,False,True,1.0
2020-02-01,Worli,255.32,Poor,False,True,1.0
2020-02-01,Kurla,171.85,Moderate,False,True,1.0
2020-02-01,Malad,138.49,Moderate,False,True,1.0
2020-02-01,Powai,144.34,Moderate,False,True,1.0
2020-02-01,Chembur,230.51,Poor,False,True,1.0
2020-02-01,Navi Mumbai,163.25,Moderate,False,True,1.0
2020-02-02,Bandra,111.1,Moderate,False,True,1.0
2020-02-02,Andheri,126.8,Moderate,False,True,1.0
2020-02-02,Borivali,128.94,Moderate,False,True,1.0
2020-02-02,Colaba,137.99,Moderate,False,True,1.0
2020-02-02,Worli,129.56,Moderate,False,True,1.0
2020-02-02,Kurla,146.01,Moderate,False,True,1.0
2020-02-02,Malad,144.9,Moderate,False,True,1.0
2020-02-02,Powai,165.33,Moderate,False,True,1.0
2020-02-02,Chembur,157.89,Moderate,False,True,1.0
2020-02-02,Navi Mumbai,185.83,Moderate,False,True,1.0
2020-02-03,Bandra,107.76,Moderate,False,True,1.0
2020-02-03,Andheri,94.06,Satisfactory,False,True,1.0
2020-02-03,Borivali,157.97,Moderate,False,True,1.0
2020-02-03,Colaba,181.51,Moderate,False,True,1.0
2020-02-03,Worli,210.81,Poor,False,True,1.0
2020-02-03,Kurla,194.88,Moderate,False,True,1.0
2020-02-03,Malad,183.88,Moderate,False,True,1.0
2020-02-03,Powai,168.8,Moderate,False,True,1.0
2020-02-03,Chembur,255.44,Poor,False,True,1.0
2020-02-03,Navi Mumbai,181.26,Moderate,False,True,1.0
2020-02-04,Bandra,170.2,Moderate,False,True,1.0
2020-02-04,Andheri,100.45,Moderate,False,True,1.0
2020-02-04,Borivali,115.96,Moderate,False,True,1.0
2020-02-04,Colaba,143.96,Moderate,False,True,1.0
2020-02-04,Worli,155.91,Moderate,False,True,1.0
2020-02-04,Kurla,184.38,Moderate,False,True,1.0
2020-02-04,Malad,144.63,Moderate,False,True,1.0
2020-02-04,Powai,236.25,Poor,False,True,1.0
2020-02-04,Chembur,159.91,Moderate,False,True,1.0
2020-02-04,Navi Mumbai,192.8,Moderate,False,True,1.0
2020-02-05,Bandra,149.86,Moderate,False,True,1.0
2020-02-05,Andheri,72.7,Satisfactory,False,True,1.0
2020-02-05,Borivali,193.89,Moderate,False,True,1.0
2020-02-05,Colaba,155.39,Moderate,False,True,1.0
2020-02-05,Worli,207.82,Poor,False,True,1.0
2020-02-05,Kurla,182.96,Moderate,False,True,1.0
2020-02-05,Malad,187.57,Moderate,False,True,1.0
2020-02-05,Powai,117.57,Moderate,False,True,1.0
2020-02-05,Chembur,202.09,Poor,False,True,1.0
2020-02-05,Navi Mumbai,238.46,Poor,False,True,1.0
2020-02-06,Bandra,154.47,Moderate,False,True,1.0
2020-02-06,Andheri,147.28,Moderate,False,True,1.0
2020-02-06,Borivali,94.19,Satisfactory,False,True,1.0
2020-02-06,Colaba,116.21,Moderate,False,True,1.0
2020-02-06,Worli,160.01,Moderate,False,True,1.0
2020-02-06,Kurla,152.94,Moderate,False,True,1.0
2020-02-06,Malad,227.48,Poor,False,True,1.0
2020-02-06,Powai,203.22,Poor,False,True,1.0
2020-02-06,Chembur,235.48,Poor,False,True,1.0
2020-02-06,Navi Mumbai,220.25,Poor,False,True,1.0
2020-02-07,Bandra,77.84,Satisfactory,False,True,1.0
2020-02-07,Andheri,148.4,Moderate,False,True,1.0
2020-02-07,Borivali,138.95,Moderate,False,True,1.0
2020-02-07,Colaba,135.73,Moderate,False,True,1.0
2020-02-07,Worli,169.89,Moderate,False,True,1.0
2020-02-07,Kurla,140.85,Moderate,False,True,1.0
2020-02-07,Malad,176.07,Moderate,False,True,1.0
2020-02-07,Powai,214.34,Poor,False,True,1.0
2020-02-07,Chembur,162.03,Moderate,False,True,1.0
2020-02-07,Navi Mumbai,184.49,Moderate,False,True,1.0
2020-02-08,Bandra,115.6,Moderate,False,True,1.0
2020-02-08,Andheri,99.54,Satisfactory,False,True,1.0
2020-02-08,Borivali,98.86,Satisfactory,False,True,1.0
2020-02-08,Colaba,143.35,Moderate,False,True,1.0
2020-02-08,Worli,90.01,Satisfactory,False,True,1.0
2020-02-08,Kurla,201.69,Poor,False,True,1.0
2020-02-08,Malad,138.48,Moderate,False,True,1.0
2020-02-08,Powai,171.46,Moderate,False,True,1.0
2020-02-08,Chembur,170.56,Moderate,False,True,1.0
2020-02-08,Navi Mumbai,168.14,Moderate,False,True,1.0
2020-02-09,Bandra,142.95,Moderate,False,True,1.0
2020-02-09,Andheri,77.19,Satisfactory,False,True,1.0
2020-02-09,Borivali,123.55,Moderate,False,True,1.0
2020-02-09,Colaba,124.07,Moderate,False,True,1.0
2020-02-09,Worli,157.47,Moderate,False,True,1.0
2020-02-09,Kurla,131.53,Moderate,False,True,1.0
2020-02-09,Malad,151.87,Moderate,False,True,1.0
2020-02-09,Powai,211.56,Poor,False,True,1.0
2020-02-09,Chembur,187.77,Moderate,False,True,1.0
2020-02-09,Navi Mumbai,154.72,Moderate,False,True,1.0
2020-02-10,Bandra,142.68,Moderate,False,True,1.0
2020-02-10,Andheri,87.28,Satisfactory,False,True,1.0
2020-02-10,Borivali,103.95,Moderate,False,True,1.0
2020-02-10,Colaba,99.8,Satisfactory,False,True,1.0
2020-02-10,Worli,185.47,Moderate,False,True,1.0
2020-02-10,Kurla,203.91,Poor,False,True,1.0
2020-02-10,Malad,183.07,Moderate,False,True,1.0
2020-02-10,Powai,196.16,Moderate,False,True,1.0
2020-02-10,Chembur,185.97,Moderate,False,True,1.0
2020-02-10,Navi Mumbai,195.99,Moderate,False,True,1.0
2020-02-11,Bandra,50.3,Satisfactory,False,True,1.0
2020-02-11,Andheri,170.87,Moderate,False,True,1.0
2020-02-11,Borivali,153.24,Moderate,False,True,1.0
2020-02-11,Colaba,241.22,Poor,False,True,1.0
2020-02-11,Worli,152.97,Moderate,False,True,1.0
2020-02-11,Kurla,140.53,Moderate,False,True,1.0
2020-02-11,Malad,179.56,Moderate,False,True,1.0
2020-02-11,Powai,149.14,Moderate,False,True,1.0
2020-02-11,Chembur,186.12,Moderate,False,True,1.0
2020-02-11,Navi Mumbai,149.13,Moderate,False,True,1.0
2020-02-12,Bandra,139.87,Moderate,False,True,1.0
2020-02-12,Andheri,238.12,Poor,False,True,1.0
2020-02-12,Borivali,129.27,Moderate,False,True,1.0
2020-02-12,Colaba,143.61,Moderate,False,True,1.0
2020-02-12,Worli,166.29,Moderate,False,True,1.0
2020-02-12,Kurla,191.18,Moderate,False,True,1.0
2020-02-12,Malad,214.94,Poor,False,True,1.0
2020-02-12,Powai,170.57,Moderate,False,True,1.0
2020-02-12,Chembur,214.22,Poor,False,True,1.0
2020-02-12,Navi Mumbai,197.98,Moderate,False,True,1.0
2020-02-13,Bandra,78.31,Satisfactory,False,True,1.0
2020-02-13,Andheri,109.77,Moderate,False,True,1.0
2020-02-13,Borivali,164.95,Moderate,False,True,1.0
2020-02-13,Colaba,193.93,Moderate,False,True,1.0
2020-02-13,Worli,146.77,Moderate,False,True,1.0
2020-02-13,Kurla,176.26,Moderate,False,True,1.0
2020-02-13,Malad,174.2,Moderate,False,True,1.0
2020-02-13,Powai,213.23,Poor,False,True,1.0
2020-02-13,Chembur,209.59,Poor,False,True,1.0
2020-02-13,Navi Mumbai,235.18,Poor,False,True,1.0
2020-02-14,Bandra,55.52,Satisfactory,False,True,1.0
2020-02-14,Andheri,96.47,Satisfactory,False,True,1.0
2020-02-14,Borivali,145.95,Moderate,False,True,1.0
2020-02-14,Colaba,178.18,Moderate,False,True,1.0
2020-02-14,Worli,152.76,Moderate,False,True,1.0
2020-02-14,Kurla,169.01,Moderate,False,True,1.0
2020-02-14,Malad,194.62,Moderate,False,True,1.0
2020-02-14,Powai,212.93,Poor,False,True,1.0
2020-02-14,Chembur,200.87,Poor,False,True,1.0
2020-02-14,Navi Mumbai,178.14,Moderate,False,True,1.0
2020-02-15,Bandra,109.85,Moderate,False,True,1.0
2020-02-15,Andheri,49.55,Good,False,True,1.0
2020-02-15,Borivali,138.53,Moderate,False,True,1.0
2020-02-15,Colaba,153.67,Moderate,False,True,1.0
2020-02-15,Worli,140.34,Moderate,False,True,1.0
2020-02-15,Kurla,192.44,Moderate,False,True,1.0
2020-02-15,Malad,178.7,Moderate,False,True,1.0
2020-02-15,Powai,88.11,Satisfactory,False,True,1.0
2020-02-15,Chembur,156.86,Moderate,False,True,1.0
2020-02-15,Navi Mumbai,163.87,Moderate,False,True,1.0
2020-02-16,Bandra,146.78,Moderate,False,True,1.0
2020-02-16,Andheri,54.85,Satisfactory,False,True,1.0
2020-02-16,Borivali,155.68,Moderate,False,True,1.0
2020-02-16,Colaba,131.82,Moderate,False,True,1.0
2020-02-16,Worli,132.96,Moderate,False,True,1.0
2020-02-16,Kurla,199.02,Moderate,False,True,1.0
2020-02-16,Malad,170.57,Moderate,False,True,1.0
2020-02-16,Powai,156.27,Moderate,False,True,1.0
2020-02-16,Chembur,197.43,Moderate,False,True,1.0
2020-02-16,Navi Mumbai,180.55,Moderate,False,True,1.0
2020-02-17,Bandra,107.39,Moderate,False,True,1.0
2020-02-17,Andheri,136.1,Moderate,False,True,1.0
2020-02-17,Borivali,140.58,Moderate,False,True,1.0
2020-02-17,Colaba,144.48,Moderate,False,True,1.0
2020-02-17,Worli,130.67,Moderate,False,True,1.0
2020-02-17,Kurla,197.99,Moderate,False,True,1.0
2020-02-17,Malad,129.94,Moderate,False,True,1.0
2020-02-17,Powai,206.67,Poor,False,True,1.0
2020-02-17,Chembur,192.92,Moderate,False,True,1.0
