date,season,temperature_c,rainfall_mm,humidity_percent,wind_speed_kmh,condition,is_extreme_heat,is_heavy_rain,is_storm
2020-02-05,winter,21.0,0.0,66.6,13.0,Pleasant,False,False,False
2020-02-06,winter,22.8,0.0,61.7,6.8,Pleasant,False,False,False
2020-02-07,winter,22.1,0.0,50.3,2.7,Pleasant,False,False,False
2020-02-08,winter,21.5,0.0,66.7,6.1,Pleasant,False,False,False
2020-02-09,winter,27.8,0.0,70.8,3.1,Pleasant,False,False,False
2020-02-10,winter,26.4,0.0,57.0,5.0,Pleasant,False,False,False
2020-02-11,winter,23.9,0.0,66.6,16.1,Pleasant,False,False,False
2020-02-12,winter,24.5,0.0,65.8,17.1,Pleasant,False,False,False
2020-02-13,winter,24.3,0.0,62.6,19.0,Pleasant,False,False,False
2020-02-14,winter,26.3,0.0,61.1,6.0,Pleasant,False,False,False
2020-02-15,winter,25.8,0.0,59.8,10.3,Pleasant,False,False,False
2020-02-16,winter,23.6,0.0,56.9,4.1,Pleasant,False,False,False
2020-02-17,winter,24.3,0.0,47.6,9.8,Pleasant,False,False,False
2020-02-18,winter,22.7,0.0,59.4,8.0,Pleasant,False,False,False
2020-02-19,winter,19.3,0.0,66.9,4.1,Cool,False,False,False
2020-02-20,winter,25.8,0.0,60.2,6.7,Pleasant,False,False,False
2020-02-21,winter,26.1,0.0,52.7,9.8,Pleasant,False,False,False
2020-02-22,winter,19.8,0.0,55.4,4.3,Cool,False,False,False
2020-02-23,winter,23.0,0.0,69.4,25.4,Pleasant,False,False,False
2020-02-24,winter,23.9,0.0,64.0,10.2,Pleasant,False,False,False
2020-02-25,winter,20.4,0.0,66.9,6.0,Pleasant,False,False,False
2020-02-26,winter,27.3,0.0,52.5,7.4,Pleasant,False,False,False
2020-02-27,winter,23.8,0.0,70.4,15.8,Pleasant,False,False,False
2020-02-28,winter,26.7,0.0,64.3,1.7,Pleasant,False,False,False
2020-02-29,winter,20.3,0.0,56.4,11.5,Pleasant,False,False,False
2020-03-01,summer,35.9,0.0,62.3,18.5,Very Hot,False,False,False
2020-03-02,summer,30.0,0.0,60.4,9.6,Pleasant,False,False,False
2020-03-03,summer,33.1,0.0,61.4,12.5,Hot,False,False,False
2020-03-04,summer,32.1,0.0,59.4,5.1,Hot,False,False,False
2020-03-05,summer,37.3,0.0,67.9,9.0,Very Hot,True,False,False
2020-03-06,summer,30.1,0.0,56.6,32.7,Hot,False,False,False
2020-03-07,summer,28.8,0.0,58.0,7.3,Pleasant,False,False,False
2020-03-08,summer,29.9,0.0,71.9,14.9,Pleasant,False,False,False
2020-03-09,summer,31.6,0.0,70.9,13.7,Hot,False,False,False
2020-03-10,summer,34.3,0.0,57.7,3.2,Hot,False,False,False
2020-03-11,summer,31.6,4.23,82.4,9.9,Hot,False,False,False
2020-03-12,summer,33.2,0.0,75.1,8.5,Hot,False,False,False
2020-03-13,summer,32.2,0.0,70.7,28.7,Hot,False,False,False
2020-03-14,summer,34.1,13.34,80.4,2.6,Rainy,False,False,False
2020-03-15,summer,31.9,0.0,66.1,9.7,Hot,False,False,False
2020-03-16,summer,35.5,2.65,90.2,7.8,Very Hot,False,False,False
2020-03-17,summer,31.0,0.0,60.1,10.6,Hot,False,False,False
2020-03-18,summer,32.5,0.0,48.3,3.8,Hot,False,False,False
2020-03-19,summer,33.9,0.0,61.7,5.6,Hot,False,False,False
2020-03-20,summer,30.1,0.0,56.1,22.8,Hot,False,False,False
2020-03-21,summer,30.8,0.0,69.3,1.9,Hot,False,False,False
2020-03-22,summer,31.5,0.0,47.8,16.6,Hot,False,False,False
2020-03-23,summer,35.1,0.0,67.2,10.2,Very Hot,False,False,False
2020-03-24,summer,31.6,0.0,77.7,17.8,Hot,False,False,False
2020-03-25,summer,28.3,0.0,52.8,4.2,Pleasant,False,False,False
2020-03-26,summer,33.0,0.0,59.3,5.3,Hot,False,False,False
2020-03-27,summer,32.1,0.0,62.5,3.7,Hot,False,False,False
2020-03-28,summer,28.1,0.0,66.0,8.2,Pleasant,False,False,False
2020-03-29,summer,35.2,0.0,56.8,7.2,Very Hot,False,False,False
2020-03-30,summer,32.4,0.0,72.6,3.6,Hot,False,False,False
2020-03-31,summer,34.5,0.0,57.8,11.6,Hot,False,False,False
2020-04-01,summer,37.5,0.0,64.9,21.6,Very Hot,True,False,False
2020-04-02,summer,35.6,0.0,65.3,3.2,Very Hot,False,False,False
2020-04-03,summer,34.7,0.0,61.3,12.4,Hot,False,False,False
2020-04-04,summer,34.2,0.0,50.8,20.7,Hot,False,False,False
2020-04-05,summer,30.4,0.0,60.7,15.7,Hot,False,False,False
2020-04-06,summer,30.5,0.0,57.1,7.5,Hot,False,False,False
2020-04-07,summer,40.0,0.0,59.5,8.9,Very Hot,True,False,False
2020-04-08,summer,36.0,0.0,58.5,10.8,Very Hot,True,False,False
2020-04-09,summer,38.0,0.0,62.9,7.6,Very Hot,True,False,False
2020-04-10,summer,32.9,0.0,59.3,4.4,Hot,False,False,False
2020-04-11,summer,34.8,0.0,64.6,17.0,Hot,False,False,False
2020-04-12,summer,33.8,0.0,69.0,15.1,Hot,False,False,False
2020-04-13,summer,35.1,0.0,59.3,4.7,Very Hot,False,False,False
2020-04-14,summer,29.8,0.0,56.7,4.0,Pleasant,False,False,False
2020-04-15,summer,33.2,0.0,66.1,5.5,Hot,False,False,False
2020-04-16,summer,39.4,0.0,66.8,8.2,Very Hot,True,False,False
2020-04-17,summer,35.0,0.0,61.8,18.5,Hot,False,False,False
2020-04-18,summer,31.2,0.0,72.4,11.8,Hot,False,False,False
2020-04-19,summer,33.2,0.0,66.2,14.9,Hot,False,False,False
2020-04-20,summer,31.1,0.0,64.7,8.4,Hot,False,False,False
2020-04-21,summer,37.3,0.0,56.2,3.8,Very Hot,True,False,False
2020-04-22,summer,34.7,2.32,86.1,8.5,Hot,False,False,False
2020-04-23,summer,34.4,0.0,63.3,14.3,Hot,False,False,False
2020-04-24,summer,37.0,0.0,62.5,2.2,Very Hot,True,False,False
2020-04-25,summer,36.4,0.0,61.1,6.7,Very Hot,True,False,False
2020-04-26,summer,33.7,0.0,55.7,4.8,Hot,False,False,False
2020-04-27,summer,31.7,0.0,67.0,0.4,Hot,False,False,False
2020-04-28,summer,35.5,0.0,58.3,7.6,Very Hot,False,False,False
2020-04-29,summer,31.7,0.0,52.7,0.6,Hot,False,False,False
2020-04-30,summer,31.9,0.0,65.8,11.1,Hot,False,False,False
2020-05-01,summer,33.9,0.0,60.3,3.9,Hot,False,False,False
2020-05-02,summer,31.6,0.0,66.8,18.5,Hot,False,False,False
2020-05-03,summer,30.0,0.0,62.5,7.7,Hot,False,False,False
2020-05-04,summer,34.2,0.0,58.8,18.0,Hot,False,False,False
2020-05-05,summer,33.0,0.0,54.0,1.1,Hot,False,False,False
2020-05-06,summer,31.0,0.0,54.0,17.6,Hot,False,False,False
2020-05-07,summer,33.1,0.0,75.2,11.0,Hot,False,False,False
2020-05-08,summer,29.0,0.0,55.3,8.0,Pleasant,False,False,False
2020-05-09,summer,34.8,0.0,58.2,2.5,Hot,False,False,False
2020-05-10,summer,31.1,0.0,64.1,17.5,Hot,False,False,False
2020-05-11,summer,32.8,0.0,62.7,10.1,Hot,False,False,False
2020-05-12,summer,33.2,0.0,64.1,5.7,Hot,False,False,False
2020-05-13,summer,34.6,0.0,62.7,20.4,Hot,False,False,False
2020-05-14,summer,28.0,0.0,76.9,33.5,Pleasant,False,False,False
2020-05-15,summer,33.0,0.0,56.8,3.7,Hot,False,False,False
2020-05-16,summer,33.2,2.91,89.8,12.1,Hot,False,False,False
2020-05-17,summer,35.1,0.0,62.9,6.8,Very Hot,False,False,False
2020-05-18,summer,28.7,0.0,61.1,5.9,Pleasant,False,False,False
2020-05-19,summer,33.8,0.0,61.6,7.5,Hot,False,False,False
2020-05-20,summer,33.1,0.0,56.6,11.7,Hot,False,False,False
2020-05-21,summer,33.2,0.0,68.5,1.9,Hot,False,False,False
2020-05-22,summer,32.1,0.0,68.8,13.4,Hot,False,False,False
2020-05-23,summer,32.9,0.0,63.2,8.3,Hot,False,False,False
2020-05-24,summer,29.8,8.96,88.2,11.3,Rainy,False,False,False
2020-05-25,summer,29.7,0.0,71.1,21.4,Pleasant,False,False,False
2020-05-26,summer,31.5,0.0,63.9,2.3,Hot,False,False,False
2020-05-27,summer,35.2,0.0,73.5,11.2,Very Hot,False,False,False
2020-05-28,summer,34.0,0.0,62.3,9.6,Hot,False,False,False
2020-05-29,summer,32.4,0.0,71.9,21.2,Hot,False,False,False
2020-05-30,summer,36.7,0.0,68.7,12.5,Very Hot,True,False,False
2020-05-31,summer,34.1,0.0,61.1,13.7,Hot,False,False,False
2020-06-01,monsoon,28.9,16.67,86.9,10.9,Rainy,False,False,False
2020-06-02,monsoon,32.1,18.01,93.1,9.5,Rainy,False,False,False
2020-06-03,monsoon,29.9,41.9,94.6,3.5,Heavy Rain,False,False,False
2020-06-04,monsoon,29.5,10.07,90.2,5.7,Rainy,False,False,False
2020-06-05,monsoon,26.9,23.67,100.0,50.1,Heavy Rain,False,False,False
2020-06-06,monsoon,29.1,68.71,90.2,35.1,Storm,False,True,True
2020-06-07,monsoon,28.4,52.27,93.7,11.1,Heavy Rain,False,True,False
2020-06-08,monsoon,29.4,18.99,91.9,6.2,Rainy,False,False,False
2020-06-09,monsoon,25.1,7.27,87.9,35.6,Rainy,False,False,False
2020-06-10,monsoon,25.9,20.34,100.0,15.1,Heavy Rain,False,False,False
2020-06-11,monsoon,27.9,20.72,93.8,16.6,Heavy Rain,False,False,False
2020-06-12,monsoon,27.0,46.48,100.0,33.3,Heavy Rain,False,False,False
2020-06-13,monsoon,22.5,23.47,100.0,38.6,Heavy Rain,False,False,False
2020-06-14,monsoon,27.8,9.48,73.3,36.3,Rainy,False,False,False
2020-06-15,monsoon,27.1,22.41,93.9,27.1,Heavy Rain,False,False,False
2020-06-16,monsoon,26.9,26.82,92.1,14.9,Heavy Rain,False,False,False
2020-06-17,monsoon,30.5,43.21,94.0,65.7,Heavy Rain,False,False,False
2020-06-18,monsoon,25.7,10.35,84.9,9.6,Rainy,False,False,False
2020-06-19,monsoon,29.6,54.82,92.3,22.2,Heavy Rain,False,True,False
2020-06-20,monsoon,25.3,17.96,88.5,23.1,Rainy,False,False,False
2020-06-21,monsoon,30.3,13.05,88.9,18.4,Rainy,False,False,False
2020-06-22,monsoon,25.3,16.39,88.5,9.7,Rainy,False,False,False
2020-06-23,monsoon,25.2,5.42,84.7,27.6,Rainy,False,False,False
2020-06-24,monsoon,25.3,11.31,81.9,33.5,Rainy,False,False,False
2020-06-25,monsoon,25.2,13.64,77.6,10.9,Rainy,False,False,False
2020-06-26,monsoon,27.0,32.31,97.6,65.1,Heavy Rain,False,False,False
2020-06-27,monsoon,24.1,29.88,92.9,18.2,Heavy Rain,False,False,False
2020-06-28,monsoon,29.5,66.06,100.0,40.0,Storm,False,True,True
2020-06-29,monsoon,25.0,33.62,96.4,86.3,Heavy Rain,False,False,False
2020-06-30,monsoon,29.7,15.04,86.5,7.3,Rainy,False,False,False
2020-07-01,monsoon,27.3,32.97,100.0,21.9,Heavy Rain,False,False,False
2020-07-02,monsoon,26.3,30.22,100.0,85.9,Heavy Rain,False,False,False
2020-07-03,monsoon,30.7,11.67,85.7,33.1,Rainy,False,False,False
2020-07-04,monsoon,29.1,7.21,87.3,17.0,Rainy,False,False,False
2020-07-05,monsoon,30.6,12.13,88.0,37.8,Rainy,False,False,False
2020-07-06,monsoon,24.7,69.7,88.7,85.3,Storm,False,True,True
2020-07-07,monsoon,29.1,26.53,83.4,15.4,Heavy Rain,False,False,False
2020-07-08,monsoon,28.8,2.31,83.6,11.3,Pleasant,False,False,False
2020-07-09,monsoon,27.9,31.5,89.2,69.2,Heavy Rain,False,False,False
2020-07-10,monsoon,28.1,46.89,93.8,65.1,Heavy Rain,False,False,False
2020-07-11,monsoon,30.6,331.98,96.9,57.0,Storm,False,True,True
2020-07-12,monsoon,27.0,40.62,91.3,5.0,Heavy Rain,False,False,False
2020-07-13,monsoon,27.5,65.74,89.0,97.6,Storm,False,True,True
2020-07-14,monsoon,26.8,19.61,85.0,13.5,Rainy,False,False,False
2020-07-15,monsoon,27.4,27.76,90.9,30.6,Heavy Rain,False,False,False
2020-07-16,monsoon,24.6,2.04,94.0,33.6,Pleasant,False,False,False
2020-07-17,monsoon,26.4,19.64,83.1,51.8,Rainy,False,False,False
2020-07-18,monsoon,31.8,14.46,87.6,3.0,Rainy,False,False,False
2020-07-19,monsoon,25.3,41.01,95.9,49.9,Heavy Rain,False,False,False
2020-07-20,monsoon,31.2,7.69,83.2,19.7,Rainy,False,False,False
2020-07-21,monsoon,29.7,30.75,90.6,56.6,Heavy Rain,False,False,False
2020-07-22,monsoon,31.2,5.02,85.0,17.5,Rainy,False,False,False
2020-07-23,monsoon,31.0,43.27,100.0,41.6,Heavy Rain,False,False,False
2020-07-24,monsoon,29.5,12.62,87.2,33.5,Rainy,False,False,False
2020-07-25,monsoon,29.0,3.55,88.3,24.3,Pleasant,False,False,False
2020-07-26,monsoon,30.5,25.1,96.7,31.6,Heavy Rain,False,False,False
2020-07-27,monsoon,30.0,11.11,92.9,6.3,Rainy,False,False,False
2020-07-28,monsoon,29.0,51.04,91.0,31.6,Storm,False,True,True
2020-07-29,monsoon,27.9,7.15,86.3,38.3,Rainy,False,False,False
2020-07-30,monsoon,28.1,13.19,85.7,11.1,Rainy,False,False,False
2020-07-31,monsoon,28.2,204.84,100.0,4.6,Heavy Rain,False,True,False
2020-08-01,monsoon,28.1,25.15,94.9,26.9,Heavy Rain,False,False,False
2020-08-02,monsoon,26.2,76.97,100.0,27.8,Heavy Rain,False,True,False
2020-08-03,monsoon,27.7,7.28,86.0,24.0,Rainy,False,False,False
2020-08-04,monsoon,24.4,9.12,78.8,19.6,Rainy,False,False,False
2020-08-05,monsoon,25.3,20.31,98.0,12.7,Heavy Rain,False,False,False
2020-08-06,monsoon,27.2,47.08,95.3,20.0,Heavy Rain,False,False,False
2020-08-07,monsoon,27.9,30.63,94.9,104.3,Heavy Rain,False,False,False
2020-08-08,monsoon,26.4,27.4,99.5,37.5,Heavy Rain,False,False,False
2020-08-09,monsoon,29.5,45.95,94.5,43.4,Heavy Rain,False,False,False
2020-08-10,monsoon,27.7,8.94,83.9,19.1,Rainy,False,False,False
2020-08-11,monsoon,28.8,134.48,97.9,7.1,Heavy Rain,False,True,False
2020-08-12,monsoon,27.7,81.23,93.4,34.5,Storm,False,True,True
2020-08-13,monsoon,28.9,3.43,87.1,13.1,Pleasant,False,False,False
2020-08-14,monsoon,25.5,61.59,100.0,39.8,Storm,False,True,True
2020-08-15,monsoon,30.4,41.95,95.1,31.5,Heavy Rain,False,False,False
2020-08-16,monsoon,26.3,16.75,88.4,21.9,Rainy,False,False,False
2020-08-17,monsoon,24.9,28.73,100.0,4.5,Heavy Rain,False,False,False
2020-08-18,monsoon,26.0,26.39,92.4,20.1,Heavy Rain,False,False,False
2020-08-19,monsoon,29.2,12.78,89.7,41.5,Rainy,False,False,False
2020-08-20,monsoon,25.7,28.48,98.7,6.3,Heavy Rain,False,False,False
2020-08-21,monsoon,29.1,19.31,79.5,11.6,Rainy,False,False,False
2020-08-22,monsoon,27.9,61.52,98.4,91.3,Storm,False,True,True
2020-08-23,monsoon,29.0,51.08,100.0,16.8,Heavy Rain,False,True,False
2020-08-24,monsoon,28.0,17.85,82.6,7.4,Rainy,False,False,False
2020-08-25,monsoon,29.2,14.82,78.8,27.3,Rainy,False,False,False
2020-08-26,monsoon,29.7,21.54,94.2,36.0,Heavy Rain,False,False,False
2020-08-27,monsoon,30.3,39.13,97.1,20.5,Heavy Rain,False,False,False
2020-08-28,monsoon,27.0,38.6,93.7,39.2,Heavy Rain,False,False,False
2020-08-29,monsoon,30.8,21.63,91.4,15.1,Heavy Rain,False,False,False
2020-08-30,monsoon,26.3,11.64,84.2,6.6,Rainy,False,False,False
2020-08-31,monsoon,29.2,21.78,100.0,8.6,Heavy Rain,False,False,False
2020-09-01,monsoon,28.3,49.69,97.9,89.9,Heavy Rain,False,False,False
2020-09-02,monsoon,27.8,221.48,92.1,41.0,Storm,False,True,True
2020-09-03,monsoon,28.9,20.78,89.8,10.3,Heavy Rain,False,False,False
2020-09-04,monsoon,25.2,18.21,81.6,12.9,Rainy,False,False,False
2020-09-05,monsoon,28.1,23.86,100.0,25.3,Heavy Rain,False,False,False
2020-09-06,monsoon,27.9,36.08,100.0,31.8,Heavy Rain,False,False,False
2020-09-07,monsoon,28.3,48.96,88.8,27.5,Heavy Rain,False,False,False
2020-09-08,monsoon,27.0,22.04,100.0,11.3,Heavy Rain,False,False,False
2020-09-09,monsoon,25.0,24.3,92.6,37.7,Heavy Rain,False,False,False
2020-09-10,monsoon,29.4,17.28,94.3,41.5,Rainy,False,False,False
2020-09-11,monsoon,25.9,21.29,99.6,11.4,Heavy Rain,False,False,False
2020-09-12,monsoon,30.2,17.16,82.3,39.4,Rainy,False,False,False
2020-09-13,monsoon,27.3,3.62,89.5,15.4,Pleasant,False,False,False
2020-09-14,monsoon,31.6,13.35,87.4,51.9,Rainy,False,False,False
2020-09-15,monsoon,29.2,39.78,89.1,26.9,Heavy Rain,False,False,False
2020-09-16,monsoon,27.4,39.57,96.2,22.5,Heavy Rain,False,False,False
2020-09-17,monsoon,26.9,12.13,86.3,33.2,Rainy,False,False,False
2020-09-18,monsoon,33.7,8.92,92.6,12.0,Rainy,False,False,False
2020-09-19,monsoon,29.1,69.36,99.8,42.8,Storm,False,True,True
2020-09-20,monsoon,23.6,15.03,79.9,27.3,Rainy,False,False,False
2020-09-21,monsoon,32.5,8.22,84.3,14.2,Rainy,False,False,False
2020-09-22,monsoon,31.7,22.18,92.4,23.7,Heavy Rain,False,False,False
2020-09-23,monsoon,25.7,22.36,92.5,23.0,Heavy Rain,False,False,False
2020-09-24,monsoon,29.9,57.01,98.9,13.1,Heavy Rain,False,True,False
2020-09-25,monsoon,28.2,10.42,90.7,14.3,Rainy,False,False,False
2020-09-26,monsoon,27.7,4.75,80.4,9.5,Pleasant,False,False,False
2020-09-27,monsoon,28.2,27.23,86.7,16.3,Heavy Rain,False,False,False
2020-09-28,monsoon,27.1,22.57,97.6,27.1,Heavy Rain,False,False,False
2020-09-29,monsoon,27.6,18.86,78.4,15.6,Rainy,False,False,False
2020-09-30,monsoon,26.4,16.49,87.1,7.0,Rainy,False,False,False
2020-10-01,post_monsoon,26.9,0.0,61.7,13.4,Pleasant,False,False,False
2020-10-02,post_monsoon,34.6,0.0,73.5,28.0,Hot,False,False,False
2020-10-03,post_monsoon,29.4,0.0,69.5,20.7,Pleasant,False,False,False
2020-10-04,post_monsoon,27.5,0.0,71.1,15.9,Pleasant,False,False,False
2020-10-05,post_monsoon,29.7,0.0,65.6,8.6,Pleasant,False,False,False
2020-10-06,post_monsoon,27.3,1.31,88.9,10.8,Pleasant,False,False,False
2020-10-07,post_monsoon,28.3,0.0,53.7,2.8,Pleasant,False,False,False
2020-10-08,post_monsoon,31.2,0.0,62.4,20.4,Hot,False,False,False
2020-10-09,post_monsoon,24.9,0.0,64.2,6.2,Pleasant,False,False,False
2020-10-10,post_monsoon,26.1,0.0,58.4,4.2,Pleasant,False,False,False
2020-10-11,post_monsoon,28.5,0.0,63.1,17.8,Pleasant,False,False,False
2020-10-12,post_monsoon,29.0,0.0,54.6,9.7,Pleasant,False,False,False
2020-10-13,post_monsoon,28.5,0.0,58.6,22.3,Pleasant,False,False,False
2020-10-14,post_monsoon,27.7,0.0,61.6,5.9,Pleasant,False,False,False
2020-10-15,post_monsoon,31.5,0.0,61.0,4.8,Hot,False,False,False
2020-10-16,post_monsoon,27.7,0.0,58.4,18.9,Pleasant,False,False,False
2020-10-17,post_monsoon,32.6,0.0,67.7,10.1,Hot,False,False,False
2020-10-18,post_monsoon,27.6,0.0,75.3,16.8,Pleasant,False,False,False
2020-10-19,post_monsoon,29.7,0.0,70.5,4.6,Pleasant,False,False,False
2020-10-20,post_monsoon,26.4,0.0,78.3,2.2,Pleasant,False,False,False
2020-10-21,post_monsoon,31.3,0.0,63.5,42.9,Hot,False,False,False
2020-10-22,post_monsoon,30.1,0.0,65.9,11.7,Hot,False,False,False
2020-10-23,post_monsoon,32.4,0.0,72.7,8.8,Hot,False,False,False
2020-10-24,post_monsoon,27.4,0.0,59.6,13.5,Pleasant,False,False,False
2020-10-25,post_monsoon,30.5,0.0,58.2,4.2,Hot,False,False,False
2020-10-26,post_monsoon,31.8,0.0,66.5,12.1,Hot,False,False,False
2020-10-27,post_monsoon,30.9,0.0,57.3,14.8,Hot,False,False,False
2020-10-28,post_monsoon,29.6,0.0,53.3,2.6,Pleasant,False,False,False
2020-10-29,post_monsoon,26.7,0.0,58.6,3.4,Pleasant,False,False,False
2020-10-30,post_monsoon,27.9,0.0,77.3,2.7,Pleasant,False,False,False
2020-10-31,post_monsoon,27.8,0.0,61.3,2.8,Pleasant,False,False,False
2020-11-01,winter,26.6,0.0,58.6,3.4,Pleasant,False,False,False
2020-11-02,winter,24.4,0.0,58.6,5.2,Pleasant,False,False,False
2020-11-03,winter,26.0,0.0,63.6,10.2,Pleasant,False,False,False
2020-11-04,winter,24.0,0.0,53.2,18.9,Pleasant,False,False,False
2020-11-05,winter,30.9,0.0,60.5,15.5,Hot,False,False,False
2020-11-06,winter,19.6,0.0,60.2,6.8,Cool,False,False,False
2020-11-07,winter,21.6,0.0,61.3,11.0,Pleasant,False,False,False
2020-11-08,winter,22.6,0.0,60.8,4.4,Pleasant,False,False,False
2020-11-09,winter,21.4,0.0,66.1,10.6,Pleasant,False,False,False
2020-11-10,winter,27.9,3.96,80.2,6.9,Pleasant,False,False,False
2020-11-11,winter,21.6,0.0,62.5,5.4,Pleasant,False,False,False
2020-11-12,winter,25.6,0.0,52.9,4.5,Pleasant,False,False,False
2020-11-13,winter,21.1,0.0,61.4,26.5,Pleasant,False,False,False
2020-11-14,winter,25.4,0.0,66.3,8.8,Pleasant,False,False,False
2020-11-15,winter,24.5,0.0,63.7,12.1,Pleasant,False,False,False
2020-11-16,winter,23.3,0.0,72.4,1.9,Pleasant,False,False,False
2020-11-17,winter,24.1,0.0,60.7,4.1,Pleasant,False,False,False
2020-11-18,winter,21.7,0.0,64.5,11.8,Pleasant,False,False,False
2020-11-19,winter,21.3,0.0,62.3,6.1,Pleasant,False,False,False
2020-11-20,winter,25.2,0.0,59.0,10.3,Pleasant,False,False,False
2020-11-21,winter,25.5,0.0,64.1,3.6,Pleasant,False,False,False
2020-11-22,winter,24.3,0.0,56.9,7.7,Pleasant,False,False,False
2020-11-23,winter,28.4,0.0,67.2,24.5,Pleasant,False,False,False
2020-11-24,winter,30.0,0.0,64.0,6.5,Hot,False,False,False
2020-11-25,winter,25.1,0.0,64.9,2.6,Pleasant,False,False,False
2020-11-26,winter,26.5,0.0,58.2,9.1,Pleasant,False,False,False
2020-11-27,winter,20.8,0.0,60.6,1.4,Pleasant,False,False,False
2020-11-28,winter,22.9,0.0,71.6,7.2,Pleasant,False,False,False
2020-11-29,winter,23.8,0.0,61.7,8.9,Pleasant,False,False,False
2020-11-30,winter,23.3,0.0,71.7,4.9,Pleasant,False,False,False
2020-12-01,winter,25.8,0.0,54.7,10.6,Pleasant,False,False,False
2020-12-02,winter,27.5,0.0,60.6,3.0,Pleasant,False,False,False
2020-12-03,winter,25.8,0.0,65.8,8.6,Pleasant,False,False,False
2020-12-04,winter,25.8,0.0,58.1,6.9,Pleasant,False,False,False
2020-12-05,winter,25.5,0.0,63.8,16.7,Pleasant,False,False,False
2020-12-06,winter,27.9,0.0,58.0,3.5,Pleasant,False,False,False
2020-12-07,winter,20.3,0.0,69.8,1.7,Pleasant,False,False,False
2020-12-08,winter,19.6,15.35,79.5,15.9,Rainy,False,False,False
2020-12-09,winter,22.2,0.0,63.6,24.3,Pleasant,False,False,False
2020-12-10,winter,18.8,0.0,61.3,10.4,Cool,False,False,False
2020-12-11,winter,20.1,0.0,57.6,6.0,Pleasant,False,False,False
2020-12-12,winter,21.3,0.0,57.4,24.0,Pleasant,False,False,False
2020-12-13,winter,23.8,0.0,64.0,9.2,Pleasant,False,False,False
2020-12-14,winter,22.0,0.0,74.3,10.9,Pleasant,False,False,False
2020-12-15,winter,20.7,0.0,57.3,13.9,Pleasant,False,False,False
2020-12-16,winter,26.5,0.0,51.4,8.1,Pleasant,False,False,False
2020-12-17,winter,26.4,0.0,62.5,7.1,Pleasant,False,False,False
2020-12-18,winter,25.4,0.0,70.7,19.8,Pleasant,False,False,False
2020-12-19,winter,24.9,16.42,93.5,10.8,Rainy,False,False,False
2020-12-20,winter,25.4,0.0,63.9,2.4,Pleasant,False,False,False
2020-12-21,winter,26.8,0.0,39.4,6.2,Pleasant,False,False,False
2020-12-22,winter,23.0,0.0,60.9,6.5,Pleasant,False,False,False
2020-12-23,winter,22.0,4.47,87.5,2.7,Pleasant,False,False,False
